,Компания,Категория,Название товара,Цена,Скидочная Цена,Объем,Единицы Измерения
1272,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-90",5534.0,4538.0,0.5,кг
1273,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-90",5551.0,5218.0,0.5,кг
1274,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-90",5678.0,4656.0,0.5,кг
1275,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-90",5752.0,5234.0,0.5,кг
1276,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-90",5875.0,4935.0,0.5,кг
1277,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-90",5589.0,4527.0,0.5,кг
1278,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-90",5704.0,4962.0,0.5,кг
1279,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-90",5801.0,5511.0,0.5,кг
1280,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-90",5950.0,5176.0,0.5,кг
1281,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припои бессурьмянистые, ПОС-90",6196.0,5824.0,0.5,кг
1282,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Сварочные материалы, Припои, Припойные порошки оловянные по ГОСТ, ПО-1",6468.0,5498.0,0.5,кг
1283,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припойные порошки оловянно-свинцовые по ТУ, ПОС 63",3410.0,2967.0,1.0,кг
1284,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припойные порошки оловянно-свинцовые по ТУ, ПОС 61",4158.0,3784.0,1.0,кг
1285,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припойные порошки оловянно-свинцовые по ТУ, ПОС 40",3080.0,2495.0,1.0,кг
1286,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припойные порошки оловянно-свинцовые по ТУ, ПОС 30",2541.0,2160.0,1.0,кг
1287,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Припойные порошки оловянно-свинцовые по ТУ, ПОССу 30-2",2541.0,2312.0,1.0,кг
1288,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электроды НЕРО Т-590",510.0,459.0,4.0,кг
1289,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электроды НЕРО Т-590",490.0,431.0,5.0,кг
1290,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электрод Т-590",280.0,232.0,4.0,кг
1291,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электрод Т-590",280.0,238.0,5.0,кг
1292,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электрод ОЗН-300М",299.0,263.0,4.0,кг
1293,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электрод ОЗН-300М",299.0,266.0,5.0,кг
1294,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электрод ЦН-14",1261.0,1185.0,3.0,кг
1295,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электрод ЦН-14",1261.0,1021.0,4.0,кг
1296,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электрод ЦН-14",1261.0,1072.0,5.0,кг
1297,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электрод ЦН-12М",1800.0,1656.0,4.0,кг
1298,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электрод ЦН-12М",1800.0,1440.0,5.0,кг
1299,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электрод ЦН-6Л",1600.0,1376.0,4.0,кг
1300,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электрод ЦН-6Л",1600.0,1408.0,5.0,кг
1301,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электрод ОЗН-7",1066.0,906.0,3.0,кг
1302,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электрод ОЗН-7",1066.0,885.0,4.0,кг
1303,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электрод ОЗН-7",1066.0,981.0,5.0,кг
1304,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электрод ОЗН-6",364.0,339.0,3.0,кг
1305,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электрод ОЗН-6",364.0,309.0,4.0,кг
1306,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электрод ОЗН-6",364.0,298.0,5.0,кг
1307,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электроды НЕРО ОЗН-6",510.0,449.0,4.0,кг
1308,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электроды НЕРО ОЗН-6",490.0,441.0,5.0,кг
1309,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электрод ОЗИ-6",1200.0,1140.0,3.0,кг
1310,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электрод ОЗИ-6",1200.0,1032.0,4.0,кг
1311,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электрод ОЗИ-6",1200.0,1068.0,5.0,кг
1312,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электрод ОЗШ-8",1846.0,1754.0,3.0,кг
1313,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электрод ОЗШ-8",1846.0,1532.0,4.0,кг
1314,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электрод ОЗШ-6",2000.0,1640.0,3.0,кг
1315,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электрод ОЗШ-6",2000.0,1780.0,4.0,кг
1316,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электрод ОЗШ-3",481.0,457.0,3.0,кг
1317,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электрод ОЗШ-3",481.0,404.0,4.0,кг
1318,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электрод ОЗШ-3",481.0,385.0,5.0,кг
1319,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электрод НР-70",338.0,301.0,3.0,кг
1320,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электрод НР-70",338.0,311.0,4.0,кг
1321,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электрод НР-70",338.0,297.0,5.0,кг
1322,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электрод ОЗИ-3",1001.0,911.0,3.0,кг
1323,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электрод ОЗИ-3",1001.0,851.0,4.0,кг
1324,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электрод ОЗИ-3",1001.0,821.0,5.0,кг
1325,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электрод ОЗШ-1",850.0,680.0,2.0,кг
1326,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электрод ОЗШ-1",850.0,765.0,2.5,кг
1327,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электрод ОЗШ-1",390.0,367.0,3.0,кг
1328,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электрод ОЗШ-1",390.0,328.0,4.0,кг
1329,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электрод ОЗШ-1",390.0,343.0,5.0,кг
1330,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электрод ЭН-60М",430.0,353.0,3.0,кг
1331,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электрод ЭН-60М",430.0,357.0,4.0,кг
1332,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электрод ЭН-60М",430.0,353.0,5.0,кг
1333,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электрод Т-620",330.0,307.0,4.0,кг
1334,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электрод Т-620",330.0,287.0,5.0,кг
1335,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электрод ОЗН-400М",520.0,442.0,4.0,кг
1336,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электрод ОЗН-400М",520.0,432.0,5.0,кг
1337,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электроды НЕРО Н-6/60",1200.0,1080.0,3.0,кг
1338,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электроды НЕРО Н-6/60",1200.0,1092.0,4.0,кг
1339,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для наплавки, Электроды НЕРО Н-6/60",1200.0,1116.0,5.0,кг
1340,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки углеродистых и низколегированных сталей, Электроды УОНИ 13/65",337.0,283.0,3.0,кг
1341,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки углеродистых и низколегированных сталей, Электроды УОНИ 13/65",337.0,286.0,4.0,кг
1342,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки углеродистых и низколегированных сталей, Электроды УОНИ 13/65",337.0,317.0,5.0,кг
1343,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки углеродистых и низколегированных сталей, Электроды УОНИИ13/85",330.0,290.0,3.0,кг
1344,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки углеродистых и низколегированных сталей, Электроды УОНИИ13/85",312.0,262.0,4.0,кг
1345,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки углеродистых и низколегированных сталей, Электроды УОНИИ13/85",312.0,287.0,5.0,кг
1346,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки углеродистых и низколегированных сталей, Электроды ТМЛ-1У",280.0,249.0,3.0,кг
1347,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки углеродистых и низколегированных сталей, Электроды ТМЛ-1У",280.0,258.0,4.0,кг
1348,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки углеродистых и низколегированных сталей, Электроды ТМЛ-1У",280.0,235.0,5.0,кг
1349,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки углеродистых и низколегированных сталей, Электроды ТМЛ-3У",340.0,282.0,3.0,кг
1350,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки углеродистых и низколегированных сталей, Электроды ТМЛ-3У",340.0,286.0,4.0,кг
1351,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки углеродистых и низколегированных сталей, Электроды ТМЛ-3У",340.0,303.0,5.0,кг
1352,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки углеродистых и низколегированных сталей, Электроды ЦЛ-39",377.0,302.0,2.5,кг
1353,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки углеродистых и низколегированных сталей, Электроды ТМУ-21У",275.0,231.0,3.0,кг
1354,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки углеродистых и низколегированных сталей, Электроды ТМУ-21У",275.0,236.0,4.0,кг
1355,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки углеродистых и низколегированных сталей, Электроды ТМУ-21У",275.0,236.0,5.0,кг
1356,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки углеродистых и низколегированных сталей, Электроды НИАТ-3М",350.0,284.0,3.0,кг
1357,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки углеродистых и низколегированных сталей, Электроды НИАТ-3М",350.0,332.0,4.0,кг
1358,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки углеродистых и низколегированных сталей, Электроды НИАТ-3М",350.0,332.0,5.0,кг
1359,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки углеродистых и низколегированных сталей, Электроды ОЗР-1",182.0,173.0,3.0,кг
1360,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки углеродистых и низколегированных сталей, Электроды ОЗР-1",182.0,149.0,4.0,кг
1361,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки углеродистых и низколегированных сталей, Электроды ОЗР-1",182.0,157.0,5.0,кг
1362,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки углеродистых и низколегированных сталей, Электроды ЦУ-5",241.0,229.0,2.5,кг
1363,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки углеродистых и низколегированных сталей, Электроды НЕРО УОНИИ-13/мороз",405.0,332.0,2.5,кг
1364,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки углеродистых и низколегированных сталей, Электроды НЕРО УОНИИ-13/мороз",401.0,381.0,3.0,кг
1365,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки углеродистых и низколегированных сталей, Электроды НЕРО УОНИИ-13/мороз",358.0,326.0,4.0,кг
1366,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки углеродистых и низколегированных сталей, Электроды НЕРО УОНИИ-13/мороз",358.0,333.0,5.0,кг
1367,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки углеродистых и низколегированных сталей, Электроды НЕРО-46РЦ",290.0,252.0,2.5,кг
1368,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки углеродистых и низколегированных сталей, Электроды НЕРО-46РЦ",274.0,227.0,3.0,кг
1369,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки углеродистых и низколегированных сталей, Электроды НЕРО-46РЦ",269.0,234.0,4.0,кг
1370,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки углеродистых и низколегированных сталей, Электроды НЕРО-46РЦ",269.0,247.0,5.0,кг
1371,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки цветных металлов, Электрод Комсомолец-100",1950.0,1638.0,3.0,кг
1372,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки цветных металлов, Электрод Комсомолец-100",1950.0,1852.0,4.0,кг
1373,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки цветных металлов, Электрод Комсомолец-100",1950.0,1599.0,5.0,кг
1374,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки цветных металлов, Электрод АНЦ/ОЗМ-3",1600.0,1312.0,3.0,кг
1375,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки цветных металлов, Электрод АНЦ/ОЗМ-3",1600.0,1376.0,4.0,кг
1376,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки цветных металлов, Электрод АНЦ/ОЗМ-3",1600.0,1312.0,5.0,кг
1377,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки цветных металлов, Электрод ОЗБ-2М",3800.0,3382.0,3.0,кг
1378,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки цветных металлов, Электрод ОЗБ-2М",3800.0,3306.0,4.0,кг
1379,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки цветных металлов, Электрод ОЗБ-2М",3800.0,3610.0,5.0,кг
1380,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки цветных металлов, Электрод ОЗБ-1",7800.0,7176.0,3.0,кг
1381,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки цветных металлов, Электрод ОЗБ-1",7800.0,7176.0,4.0,кг
1382,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки цветных металлов, Электрод ОЗБ-1",7800.0,6240.0,5.0,кг
1383,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для холодной сварки и наплавки чугуна, Электрод МНЧ-2",5616.0,4605.0,3.0,кг
1384,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для холодной сварки и наплавки чугуна, Электрод МНЧ-2",5616.0,4942.0,4.0,кг
1385,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для холодной сварки и наплавки чугуна, Электрод МНЧ-2",5616.0,4605.0,5.0,кг
1386,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для холодной сварки и наплавки чугуна, Электрод ЦЧ-4",1120.0,1019.0,3.0,кг
1387,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для холодной сварки и наплавки чугуна, Электрод ЦЧ-4",1120.0,1008.0,4.0,кг
1388,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для холодной сварки и наплавки чугуна, Электрод ЦЧ-4",1120.0,907.0,5.0,кг
1389,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для холодной сварки и наплавки чугуна, Электрод ОЗЧ-2",1586.0,1396.0,3.0,кг
1390,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для холодной сварки и наплавки чугуна, Электрод ОЗЧ-2",1586.0,1491.0,4.0,кг
1391,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для холодной сварки и наплавки чугуна, Электрод ОЗЧ-2",1586.0,1332.0,5.0,кг
1392,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для холодной сварки и наплавки чугуна, Электрод ОЗЧ-3",8000.0,6880.0,3.0,кг
1393,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для холодной сварки и наплавки чугуна, Электрод ОЗЧ-3",8000.0,7520.0,4.0,кг
1394,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для холодной сварки и наплавки чугуна, Электрод ОЗЧ-3",8000.0,7280.0,5.0,кг
1395,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для холодной сварки и наплавки чугуна, Электрод ОЗЧ-6",1612.0,1515.0,3.0,кг
1396,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для холодной сварки и наплавки чугуна, Электрод ОЗЧ-6",1612.0,1451.0,4.0,кг
1397,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для холодной сварки и наплавки чугуна, Электрод ОЗЧ-6",1612.0,1483.0,5.0,кг
1398,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для холодной сварки и наплавки чугуна, Электрод НЧ-2",2000.0,1640.0,3.0,кг
1399,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для холодной сварки и наплавки чугуна, Электрод НЧ-2",2000.0,1860.0,4.0,кг
1400,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для холодной сварки и наплавки чугуна, Электрод НЧ-2",2000.0,1660.0,5.0,кг
1401,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки высоколегированных сталей, Электроды ОЗЛ-5",1200.0,996.0,3.0,кг
1402,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки высоколегированных сталей, Электроды ОЗЛ-5",1200.0,1020.0,4.0,кг
1403,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки высоколегированных сталей, Электроды ОЗЛ-5",1200.0,1068.0,5.0,кг
1404,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки высоколегированных сталей, Электроды ОЗЛ-6",1781.0,1692.0,2.0,кг
1405,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки высоколегированных сталей, Электроды ОЗЛ-6",1618.0,1521.0,2.5,кг
1406,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки высоколегированных сталей, Электроды ОЗЛ-6",900.0,801.0,3.0,кг
1407,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки высоколегированных сталей, Электроды ОЗЛ-6",900.0,837.0,4.0,кг
1408,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки высоколегированных сталей, Электроды ОЗЛ-6",900.0,819.0,5.0,кг
1409,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки высоколегированных сталей, Электроды ОЗЛ-7",1100.0,924.0,3.0,кг
1410,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки высоколегированных сталей, Электроды ОЗЛ-7",1100.0,1045.0,4.0,кг
1411,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки высоколегированных сталей, Электроды ОЗЛ-7",1100.0,1034.0,5.0,кг
1412,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки высоколегированных сталей, Электроды ОЗЛ-8",936.0,814.0,2.0,кг
1413,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки высоколегированных сталей, Электроды ОЗЛ-8",845.0,794.0,2.5,кг
1414,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки высоколегированных сталей, Электроды ОЗЛ-8",930.0,856.0,3.0,кг
1415,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки высоколегированных сталей, Электроды ОЗЛ-8",930.0,753.0,4.0,кг
1416,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки высоколегированных сталей, Электроды ОЗЛ-8",930.0,856.0,5.0,кг
1417,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки высоколегированных сталей, Электроды ОЗЛ-9А",1521.0,1262.0,3.0,кг
1418,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки высоколегированных сталей, Электроды ОЗЛ-9А",1521.0,1247.0,4.0,кг
1419,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки высоколегированных сталей, Электроды ОЗЛ-9А",1521.0,1415.0,5.0,кг
1420,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки высоколегированных сталей, Электроды ОЗЛ-17У",1781.0,1639.0,3.0,кг
1421,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки высоколегированных сталей, Электроды ОЗЛ-17У",1781.0,1549.0,4.0,кг
1422,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки высоколегированных сталей, Электроды ОЗЛ-19",1690.0,1403.0,3.0,кг
1423,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки высоколегированных сталей, Электроды ОЗЛ-19",1690.0,1352.0,4.0,кг
1424,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки высоколегированных сталей, Электроды ОЗЛ-19",1690.0,1436.0,5.0,кг
1425,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки высоколегированных сталей, Электроды ОЗЛ-25Б",5876.0,5523.0,3.0,кг
1426,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки высоколегированных сталей, Электроды ОЗЛ-25Б",5876.0,5582.0,4.0,кг
1427,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки высоколегированных сталей, Электроды ОЗЛ-25Б",5876.0,5582.0,5.0,кг
1428,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки высоколегированных сталей, Электроды ОЗЛ-36",1001.0,811.0,3.0,кг
1429,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки высоколегированных сталей, Электроды ОЗЛ-36",1001.0,861.0,4.0,кг
1430,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки высоколегированных сталей, Электроды ЦЛ-11 (Н9)",832.0,699.0,3.0,кг
1431,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки высоколегированных сталей, Электроды ЦЛ-11 (Н9)",832.0,765.0,4.0,кг
1432,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки высоколегированных сталей, Электроды ЦЛ-11 (Н9)",832.0,765.0,5.0,кг
1433,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки высоколегированных сталей, Электроды ЦЛ-11",1014.0,892.0,2.5,кг
1434,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки высоколегированных сталей, Электроды ЦЛ-11",1100.0,979.0,3.0,кг
1435,АО_АПК_БЕЛИФФ_ГАЗ,Сварочные материалы и оборудование,"Для сварки высоколегированных сталей, Электроды ЦЛ-11",1100.0,946.0,4.0,кг
